f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
8.3125,10.5801,6.4600,6.3585,15.1889,3.5281,5.4333,14.6149,5.9105,19.0285,14.5193
12.6947,8.1101,16.1295,11.0929,13.1365,0.2156,5.3568,6.7885,11.8383,7.3140,14.5918
25.5941,5.7665,21.5935,14.4887,5.2259,2.4449,4.2246,9.8978,14.5605,14.7525,9.4441
30.0388,5.5381,19.4818,2.7222,15.4822,0.6990,3.2431,24.6339,9.1835,19.0285,27.8004
9.1873,8.6262,16.5921,17.9988,2.1073,2.7503,2.8316,29.0295,9.5596,21.9103,27.6148
15.6002,10.6319,17.0764,6.1634,15.2591,2.9372,0.7586,31.0579,6.7163,19.1076,39.7110
7.8309,11.2278,8.4093,16.0603,2.9400,2.2765,5.1762,7.5974,13.4452,6.8431,13.6633
14.5915,10.7179,17.1284,6.8231,13.9645,3.2972,5.1998,10.2920,14.0282,12.4434,20.1584
6.0980,11.3360,8.9278,6.5805,13.9052,2.4113,5.5976,9.5198,10.7926,8.5379,20.3587
19.8517,8.2898,21.1188,6.4939,14.8976,3.5479,4.1732,8.6016,13.0841,9.5310,20.4528
7.0758,13.2305,8.5382,18.5769,4.7430,2.8351,1.8834,13.5406,9.1223,17.4900,9.5680
7.7020,12.7365,8.5939,15.8014,12.1833,2.9681,1.4144,8.5801,13.2589,6.5913,19.1103
13.1743,15.1655,14.4393,12.5543,9.7037,3.7462,4.5375,7.1127,13.0444,8.4778,17.4327
15.0790,4.4418,21.5274,17.0512,6.1291,3.3044,4.6378,15.5143,4.1801,19.5283,9.3616
18.8982,5.9698,19.9796,17.8536,6.0588,3.1707,5.3079,9.7577,12.2224,8.1007,16.1917
24.4211,5.8276,21.4262,5.5906,17.2216,3.0995,3.1285,18.1265,4.6359,19.9558,18.4750
10.3487,12.9762,13.1469,14.1580,1.3168,3.7341,1.6419,27.2515,5.9639,20.1930,26.9221
11.8963,12.4101,16.4908,15.8070,6.5756,3.2471,4.1636,10.6953,15.0737,16.8068,12.0508
29.4501,6.9174,19.9415,14.4188,7.9780,2.4769,5.7681,7.5646,10.1990,8.8239,10.9870
9.4655,11.6950,13.3442,5.9064,15.1877,3.1633,1.0114,8.5483,12.0047,6.4830,23.1433
9.5536,13.9110,7.0609,10.0023,11.2587,3.7671,2.2038,10.6692,15.2330,13.1712,17.7228
9.0610,10.6701,7.0196,3.9918,16.2085,2.8945,0.8414,19.5268,5.5396,21.9333,18.2819
28.5139,7.6922,20.0364,11.9776,8.3705,3.7496,1.9074,14.8172,9.9797,12.2116,19.7153
23.3309,4.8453,20.6581,11.4753,15.3443,3.2969,1.9917,6.9329,12.9872,9.2241,14.8862
14.5474,15.8797,15.5307,4.5224,16.9547,2.6386,5.3770,27.1093,6.0359,20.4159,34.8326
16.0584,5.2547,21.4305,5.2681,12.8509,0.7360,5.5318,11.7612,11.8724,17.9997,12.3819
11.0466,9.2157,12.9197,15.6010,3.1812,3.1549,5.1508,26.8633,7.7757,21.8758,24.2851
6.8828,11.0198,8.2095,8.3189,14.3938,3.3640,4.8088,13.4151,5.0984,21.6463,9.2801
14.7154,13.5095,17.0923,15.0362,5.8314,0.1619,3.4557,7.8122,11.9450,9.3649,11.5909
13.0008,6.7189,21.8029,15.7918,5.6973,3.2714,5.5602,13.9164,13.3357,13.0506,19.5906
7.8369,10.2180,7.6481,10.5101,9.9793,3.8461,0.0022,10.4137,11.6548,15.6783,11.4900
12.2635,8.3463,14.9863,10.1459,11.6813,3.4049,3.4108,12.0614,8.8190,21.5898,7.6751
8.3109,10.5826,6.7056,10.0381,13.1429,2.8785,3.0582,15.0351,11.1108,16.7674,17.4242
8.3105,9.7326,14.8636,2.8810,18.5215,3.5529,3.5807,7.0295,13.1507,8.2803,22.1339
7.2672,12.0706,9.7086,10.4863,12.1302,2.4463,1.0204,11.2758,9.7832,17.2368,10.9869
11.7762,12.3601,14.7850,14.0150,10.0761,0.3874,3.1221,15.0298,14.9843,12.8362,21.2279
9.1087,11.4038,6.3084,6.8804,11.5601,1.5191,4.9232,12.6252,15.0083,12.6760,19.4843
6.6472,13.8323,6.1621,12.4174,6.2076,3.8388,3.5768,9.4070,12.6308,9.7435,16.4499
25.2492,9.9113,20.4648,4.8976,16.7014,3.1178,5.1639,8.1198,11.5224,15.4151,12.9315
21.5357,6.3032,21.3278,15.4372,5.7241,3.1245,4.4380,13.0085,13.6934,12.4502,17.3843
11.5672,9.2281,16.5933,7.1622,11.4868,2.9387,5.6910,9.4003,11.9535,9.8656,19.3754
28.3538,6.6915,20.9338,7.1178,10.7962,2.2039,4.3359,31.1622,6.8823,20.9102,34.0331
29.0270,4.7119,19.4653,5.1559,10.0844,2.4504,5.5458,26.4837,5.8539,19.1331,28.2113
9.4551,10.4377,9.5757,15.5298,12.0470,3.8849,3.1417,15.9107,9.8043,16.6203,17.8682
9.9544,13.5138,6.4214,12.1858,6.0485,2.1261,5.9712,15.6462,13.9686,17.0281,16.6339
9.0265,12.2927,8.2299,13.6300,11.4499,2.6217,2.1953,29.7333,5.2350,21.1169,30.5936
12.1064,13.0005,14.0184,17.5560,4.0239,3.6947,4.2963,9.4274,12.4478,8.8762,16.1808
8.0967,12.0325,15.3483,3.8593,14.3036,3.1245,5.7704,28.5986,7.4372,20.9306,36.6644
21.8214,7.3889,21.7233,15.7015,6.9172,1.2205,5.3697,9.9919,12.4524,7.1538,17.2420
12.8933,9.6382,16.5116,6.1508,14.6048,2.6390,4.7720,13.2431,8.7932,16.6440,17.0622
7.7134,13.5283,6.4046,6.3016,13.9595,1.7035,3.6376,15.5601,8.0092,14.8007,20.1106
31.8492,7.2381,19.9764,16.3759,3.7380,2.4598,1.7842,8.5300,13.5358,8.8392,11.1296
8.6640,15.7618,15.3048,14.8738,1.6290,1.6322,3.4370,6.7663,13.2317,7.3134,13.8990
17.9038,6.3583,21.1004,10.0645,14.9241,0.3138,5.6404,8.5281,12.9409,9.1997,16.6581
20.7254,7.4766,20.2727,5.6267,15.1390,3.4263,4.3868,15.9269,13.7271,12.0442,28.4829
14.2141,8.0194,13.7261,10.3176,5.9197,2.4803,3.6846,22.2657,9.7256,21.8700,19.3496
19.9734,8.8164,19.6629,6.5054,16.5207,2.5049,1.4218,25.2422,7.0716,19.9240,29.9349
11.6798,11.4659,14.7633,9.2769,11.7660,0.5508,3.4789,12.7190,9.2394,16.4753,13.0385
7.4199,12.9044,8.8092,3.7615,17.1165,0.2421,4.3308,17.4211,5.0567,20.8324,15.9720
9.7998,10.3492,7.1128,14.8870,4.9363,0.5410,4.5346,8.0617,13.6963,9.8788,9.6079
11.5175,8.9536,15.5445,15.2019,4.0940,3.0919,5.8510,8.3328,12.8155,13.7099,9.1134
9.2085,12.7463,6.9000,13.8436,12.9297,0.9734,4.2437,19.1574,8.1852,21.3269,15.0880
7.6285,11.2091,8.1728,10.4004,7.2098,3.2710,4.4774,8.1226,13.4581,6.2053,18.9026
10.3658,14.8802,13.1240,14.1219,4.8235,2.5589,3.1819,25.2405,7.0637,21.6781,23.7369
7.5373,11.3006,9.1785,9.4876,14.8072,3.2507,0.6343,15.8395,4.9943,21.2980,12.5635
8.2980,11.9712,6.6883,6.4835,15.0515,3.0522,3.1367,7.2452,12.5313,8.0300,18.2730
9.2903,11.1946,8.1568,14.2542,5.5323,0.5380,5.3906,13.5494,9.9876,20.0842,5.9967
12.1528,7.6609,20.2594,6.0736,17.3940,3.6656,2.0559,9.4002,13.6188,8.6465,24.3279
10.7347,15.1511,14.1205,7.5734,13.2368,3.5068,3.2057,7.9054,13.0941,7.5178,22.0997
8.6079,13.7198,8.5492,6.4779,13.6668,1.0015,5.6473,13.0877,9.9632,12.2093,20.1615
9.9520,12.7093,6.7719,18.4360,6.7745,3.7302,5.8050,20.2449,4.3864,21.6600,13.8122
10.9655,13.0734,15.2813,12.6027,13.9703,2.2409,3.7740,15.1331,8.0510,20.6078,13.6800
15.5915,5.3398,21.7600,13.1869,8.1326,1.8536,3.7376,14.2362,12.5994,15.6867,16.0589
30.7562,9.1970,21.6449,12.3617,11.1314,2.1512,3.6751,9.7301,12.9252,9.4785,16.6891
15.9207,14.1211,16.6366,13.6847,5.1240,0.1353,3.1660,8.9379,9.1398,13.9249,6.9550
8.0578,9.9143,14.5082,5.2832,18.3584,3.3268,5.7238,10.4728,11.1803,17.7887,15.3465
12.1584,12.5028,13.6293,15.3488,11.0830,3.4225,4.5795,9.5537,14.5390,13.7944,14.5037
6.9242,12.9687,7.4539,5.7327,16.6488,1.6275,3.6186,15.2148,8.2797,21.7761,13.3539
6.1153,11.3741,8.4615,8.0372,13.3219,2.2393,4.4146,11.8140,9.8361,15.3560,14.8550
9.9635,13.0981,17.2013,18.5133,4.3711,3.5354,5.5809,6.8617,13.4782,8.7102,14.1133
23.1823,6.5890,19.5607,6.7002,16.7527,0.5129,3.0824,8.7427,10.6170,9.8137,15.4947
25.2145,5.1146,21.8058,12.8718,13.6555,2.7009,3.8853,14.3580,9.4149,16.4815,15.1937
7.3099,13.6236,9.0676,5.6568,14.3299,0.8577,5.4911,7.7870,10.4898,8.9818,16.6818
6.3572,13.3621,9.4062,12.5317,10.2583,3.0816,5.8271,8.0179,13.0938,7.0744,19.2414
15.1115,8.2654,21.6195,11.4509,6.1521,2.9047,3.0891,6.6548,11.1117,6.0960,16.1769
13.4171,15.8816,13.7940,11.1599,13.7646,3.9588,5.8662,14.9769,7.6802,20.3066,15.8576
6.0985,11.8141,7.2906,11.1426,15.7152,0.6827,3.5719,19.3807,6.0709,21.4660,15.9091
7.2400,12.8831,8.8351,15.4774,1.6092,3.5199,5.9721,10.6742,15.7784,13.5178,13.6442
12.9599,4.0653,21.1932,8.0176,11.8849,1.2531,4.8768,26.6566,5.7358,19.9490,28.7894
15.5365,8.8062,13.3985,14.2906,5.0042,1.7728,5.8193,11.3930,8.2911,12.9008,10.6039
6.5476,13.2262,7.6203,4.5891,15.4878,2.9735,3.0656,9.4414,10.3496,7.4506,22.6041
21.8802,7.7610,19.1464,18.0674,4.8664,3.3251,2.7094,8.5149,12.0209,17.8547,2.8287
15.2441,12.3542,14.9840,15.0766,5.6971,3.9581,5.8917,9.1591,11.0746,9.6949,15.5778
27.1168,4.4714,19.9469,15.3873,7.6884,1.5244,3.5731,8.1389,10.6020,12.7447,5.8431
7.2390,11.8908,8.5052,14.2037,12.9771,2.5575,3.0996,15.5513,10.9186,14.3074,20.3052
12.6901,6.5041,20.0637,6.6902,15.2270,2.3549,4.0908,9.5769,10.3699,6.4976,23.1659
21.9375,5.2702,19.0407,7.9206,13.9967,2.1110,3.7303,6.4152,13.5332,8.7248,14.5086
25.9286,8.1664,20.1836,17.4017,1.6421,0.6559,4.9737,9.2282,12.3757,7.8998,11.6695
31.8632,7.5281,19.7060,10.9478,8.6450,2.9621,5.9873,24.2085,7.4624,21.1914,22.2693
8.2297,13.3190,17.0017,15.6630,12.6439,3.5422,4.6618,6.6599,11.3158,7.5345,17.8293
31.3791,4.9465,21.4880,12.1193,14.1745,2.4507,3.1514,14.7648,11.2106,14.5749,17.7081
21.6600,7.3393,20.4924,17.1297,3.9547,3.5394,5.6134,6.5705,11.6114,8.5979,10.6579
7.3794,11.5850,7.7571,11.3518,5.7608,3.4439,5.8605,15.1414,12.4355,13.4178,20.5885
21.5647,9.7951,20.7409,10.8168,11.0742,1.2359,3.6225,18.8909,9.6381,20.1211,17.9845
8.5659,12.0049,9.7534,15.8676,2.4416,1.2777,4.4975,29.1121,9.3875,20.4678,28.1117
19.7530,8.0887,19.1655,16.8842,1.3159,3.1258,0.9608,9.8252,13.1278,6.6370,16.5914
29.2127,6.4706,19.4891,10.9495,12.9779,3.6454,5.6972,30.0643,9.8517,21.9783,33.2225
25.6922,8.2785,19.3470,3.3137,15.3755,2.9616,4.6486,15.5853,5.3164,21.1228,13.8382
29.1031,8.8581,19.1844,6.6741,11.0999,2.5158,5.1096,13.5189,6.7761,21.9967,7.4223
14.2305,12.5754,14.2565,3.2038,16.0230,1.5161,3.4441,13.4583,14.1787,17.6602,18.8990
8.5938,12.0910,15.2286,9.7859,10.7265,2.3772,4.8831,13.1909,10.5756,15.4639,17.5673
7.4352,12.8458,9.6738,8.6539,11.0278,3.6169,5.0293,6.0352,11.6296,9.1971,14.7900
14.5414,15.1697,17.2793,14.8796,8.3673,2.2903,4.1471,13.8667,13.2996,13.7673,19.8511
9.4385,8.4487,17.6275,10.9616,11.5060,3.5629,3.2569,8.2169,13.6445,8.4718,19.4613
8.3660,13.6464,6.5535,5.7664,15.6083,1.4671,5.3169,9.7165,11.1756,6.8266,22.3134
27.6645,5.4292,21.8923,5.6217,17.0175,2.7524,2.3605,8.7701,12.5998,9.6326,18.5692
17.7393,8.1244,21.5052,8.4263,12.1384,1.5036,5.2112,7.1833,11.1118,8.2724,16.0164
8.3799,12.4263,6.7165,14.3174,8.1891,0.4515,3.4614,9.0868,13.9136,8.9162,14.0077
11.2881,8.7753,17.8578,12.4048,14.5169,2.2883,3.7578,14.1120,13.3674,14.8925,20.4768
6.2353,11.2804,6.0399,3.2538,16.9803,0.3789,4.0459,7.4399,12.9196,9.8007,15.9853
8.3628,15.0277,15.5317,7.2733,13.5871,3.9896,5.3059,26.4970,8.9519,21.6292,33.9202
10.5616,13.3363,17.7970,7.1659,11.4683,3.1574,5.6252,9.0925,13.4546,9.4422,21.9193
10.5420,11.8337,15.9880,2.5551,17.2044,3.8487,3.8032,6.0396,11.0627,8.3942,20.1186
9.7656,10.7101,13.1360,10.3310,10.6065,1.7049,5.2780,31.7208,5.5465,21.1085,34.6199
12.2273,14.3968,15.9986,2.8507,18.5041,3.5203,2.3493,6.0820,11.4668,7.7952,21.3826
11.8788,11.4466,14.8714,13.0499,10.1485,0.6212,3.1790,7.8385,11.4206,8.8619,13.5476
7.9520,12.5864,8.9589,11.1226,10.2488,2.0718,3.2478,9.5539,12.3110,9.4835,17.0568
11.5451,8.9565,16.7983,13.7145,5.9910,2.1957,4.2406,15.5591,8.8901,14.6707,17.2815
10.8147,10.5747,15.3841,14.6757,8.1390,3.9095,1.2778,20.0697,8.7330,20.0133,19.8669
28.6461,4.0205,20.4078,18.3358,4.8644,2.6667,1.8739,14.7943,5.2581,20.8072,3.2465
22.2848,5.1187,19.9595,4.9018,15.1313,1.6081,4.3623,14.3787,4.5544,19.5406,11.3775
14.6029,6.3872,20.5315,10.4900,5.0654,3.8023,2.1126,6.8302,10.1466,9.5903,12.0007
10.3814,9.3837,15.8480,6.2667,15.8656,0.1605,4.9728,25.0961,5.5242,20.0782,27.6315
18.7644,5.8325,21.3434,5.7154,10.7353,3.4494,3.8248,6.6518,10.0280,7.9332,16.0767
9.6737,10.5371,7.4507,17.4959,5.7490,3.5586,3.7513,8.1607,13.8756,9.5637,12.5247
7.3580,12.2819,9.9830,7.4179,10.4629,2.0058,5.3273,13.1051,9.2760,16.7627,14.5774
18.2584,5.0490,21.7872,14.6711,5.5824,2.3625,3.1191,9.7121,13.4839,9.9213,14.6916
6.2057,13.2793,7.0581,9.8202,12.1723,3.3322,5.1105,16.6491,6.6834,21.2062,14.5717
27.7477,7.0176,19.8401,3.7673,16.6486,2.6839,3.6807,13.3511,14.4365,16.0540,19.6102
14.5860,8.1844,13.7988,3.0235,17.5096,3.3833,3.7447,24.5637,6.0457,19.1905,30.7379
6.0055,11.2741,7.8583,13.3650,9.1281,2.9562,2.9190,14.2267,8.0682,15.8319,14.4774
8.6917,13.9104,7.7593,17.6456,4.2010,3.3354,5.0394,7.1809,13.0695,6.3158,14.8714
11.4693,14.1263,12.2622,14.9907,3.9148,3.9498,3.8095,9.7779,11.6008,7.4873,18.6144
9.3017,13.4953,9.1481,12.9774,11.6890,2.7105,5.6239,29.9152,9.4895,20.4006,34.9668
10.0415,13.4312,14.7787,14.3686,3.5338,2.4399,5.7427,6.3139,11.7058,9.7952,10.6455
8.1010,13.5924,12.6710,10.4694,8.7623,3.7639,3.2130,13.0309,12.7526,12.9696,21.0536
7.8428,11.4359,9.1232,16.1006,1.2116,3.0037,2.7380,22.9187,4.7323,21.2557,16.5831
15.6537,9.9059,20.9176,18.6366,3.6916,2.6600,4.1798,12.0155,5.7333,21.6572,2.0377
15.7841,12.8991,17.2339,14.1158,2.9498,3.0571,5.1480,10.2403,14.2866,14.5874,12.4060
13.4263,12.8980,17.3734,16.9121,6.6572,3.7535,2.0769,12.5451,9.9562,14.9355,14.5163
8.9441,12.4572,6.0801,18.4619,6.7940,2.0173,0.1010,8.9391,11.3944,7.7533,12.9976
7.8399,12.1022,9.7602,15.0531,5.6789,2.2377,1.0983,9.8218,8.2246,12.1711,9.9633
14.1923,15.2315,12.9217,6.0794,14.4397,3.2774,0.8022,28.7363,8.6717,19.8972,36.8425
7.4027,10.7797,9.0719,9.6189,13.9051,1.3054,5.8189,27.7808,5.7515,21.3312,28.9765
12.9700,11.6139,16.9868,5.3348,18.3698,2.5771,4.1031,8.5077,9.4695,17.9944,10.9482
25.2645,7.2457,21.4307,16.4009,4.8068,0.4587,5.2205,31.0481,7.6042,21.5626,28.1994
13.4462,15.8246,13.5961,14.5160,8.8224,3.1330,3.8976,9.1504,11.4520,8.8777,17.7277
7.2322,11.6010,6.7012,6.4352,15.5244,2.5518,5.2721,25.3485,9.8640,20.8544,29.9041
14.5933,9.0337,13.5977,2.9425,15.9391,3.7518,5.5070,7.2606,10.8573,8.4581,19.3326
31.6247,7.8343,20.4517,12.2804,11.4795,0.0742,3.0119,12.2361,5.8816,19.5099,3.5699
9.1606,13.3704,16.5488,15.6223,9.5539,1.2847,3.3103,18.9983,7.6778,20.4533,16.8164
8.6849,12.0212,8.9970,15.5825,9.8527,3.1379,5.7028,26.2674,4.5048,20.3564,26.0234
8.9102,14.2075,13.3483,15.4035,2.6030,2.9713,3.8386,9.4905,9.6294,13.5514,9.9308
8.8805,8.4951,12.1861,5.0800,17.2383,1.9826,4.2464,8.9535,10.6745,12.6572,15.5605
8.6905,11.4136,9.3761,6.2632,15.4309,2.4296,3.2408,16.5060,8.1956,21.2753,15.6736
8.3937,12.2965,9.8671,3.8881,15.6099,2.7869,4.1620,9.7478,10.7238,6.9409,24.0484
9.9845,12.1298,7.5808,6.1513,12.2540,3.1288,2.0242,6.8161,13.6563,9.5702,15.5695
16.5706,4.5750,20.2903,5.8098,15.2981,2.3369,4.9476,11.4189,11.9605,13.1857,18.6304
28.1581,7.5714,21.8098,9.5365,10.9635,3.5816,4.7888,12.8833,8.9441,20.5814,9.5567
12.2754,8.3432,16.2210,8.3968,11.3737,3.6544,5.9134,15.5069,8.8440,16.9692,19.0805
9.1562,15.2570,13.8107,2.5162,17.1542,0.8479,4.9868,8.7090,11.5471,17.8402,12.0782
22.2526,7.3983,19.7070,11.3453,8.1341,2.2497,5.2433,16.4114,5.6422,19.7913,11.7814
17.2556,9.2774,19.3512,10.3752,12.4018,2.7704,4.2130,15.4610,9.8856,19.4488,15.9220
25.3378,6.7156,21.8478,6.9454,14.4463,3.4680,1.3858,9.6989,12.1629,8.4349,21.0296
7.8151,13.9353,7.7856,8.1494,11.2522,2.0639,3.8795,12.3667,11.4273,15.8116,15.2636
20.5915,5.0226,21.6645,10.9618,13.3793,3.9964,5.5789,8.3829,10.6225,6.5243,20.2152
15.7866,9.1242,14.4019,5.2117,14.1943,3.1794,3.2856,18.8870,4.5735,21.4011,17.5586
28.7327,9.9817,20.4033,10.2110,14.8692,1.3002,3.6156,14.3928,13.5297,13.8355,20.3873
19.7145,4.7441,20.4338,17.9424,5.7630,1.0556,4.2851,15.3398,14.0286,17.1513,12.8689
12.0686,11.9644,15.2745,12.0362,10.0587,3.9787,3.8958,8.3630,10.3099,9.5717,16.6617
7.2942,11.3548,9.8078,6.2060,14.3432,1.1414,5.0173,15.6751,9.0500,12.0155,23.9473
16.9244,5.2146,20.7244,14.4607,5.9716,2.5267,3.0724,11.5523,15.9845,12.0665,16.5173
11.2558,15.8457,17.9567,12.6111,9.5235,3.5484,5.0947,13.9775,14.9146,14.4379,23.1695
13.8997,5.8733,19.4024,5.9914,13.2893,3.3795,1.6923,9.0866,11.9656,8.2593,20.8467
17.1465,9.6388,19.4919,15.9201,9.2678,3.7846,0.2234,10.7687,11.5428,15.5689,11.9081
6.0476,13.7047,6.8134,3.7295,14.3838,2.0412,5.3374,11.5562,13.9354,14.8550,18.6497
7.5585,10.4282,7.4257,18.7150,2.2857,2.3037,1.0913,26.4430,6.5292,21.2350,20.7152
6.6575,10.3051,7.2093,14.4382,6.2189,2.1042,3.4040,28.4418,8.8794,21.4589,27.1886
14.3195,13.0499,13.4583,18.5236,2.2378,0.6304,3.7009,9.2978,10.5824,17.0293,2.0732
13.0462,15.9250,14.8412,14.2410,5.8736,2.0484,4.5602,15.6693,9.7425,14.9275,18.5921
7.7331,12.8712,8.6638,3.5789,18.4182,2.1002,5.0110,12.8548,13.9623,14.5147,22.3591
29.1170,5.2144,20.9327,14.4379,2.1000,2.1028,1.6560,12.6773,14.8853,12.9547,13.0889
12.0544,14.7360,12.2356,8.7852,14.6694,3.9607,5.3264,27.5712,4.4026,19.6452,34.0178
6.4795,11.4546,7.2828,12.8544,11.3755,2.7639,1.1883,10.4610,11.9971,12.1968,14.9869
14.4418,14.3794,14.5935,9.7054,11.8126,2.9574,1.1588,8.9957,10.0251,12.5749,14.3019
6.5836,12.4321,7.3834,12.8402,6.2037,0.7248,4.8409,9.5793,11.7776,7.3100,16.1203
6.7219,13.0123,8.0382,14.0916,1.5158,2.2687,0.7857,6.5453,12.2715,7.9743,10.3635
8.5281,9.7350,13.6950,13.2819,9.4991,2.7226,4.6250,6.5821,10.5751,6.6211,15.2476
11.5912,14.7828,13.2568,10.6898,5.6951,3.6939,3.7787,8.2223,14.0152,17.4890,8.5189
10.3797,10.0196,16.9788,6.3671,13.2914,3.5866,3.8926,8.8054,10.3180,17.4907,11.1186
29.8603,8.5704,20.5437,13.0643,6.2288,0.8258,5.0793,28.9562,5.0886,19.0895,27.8404
23.0971,7.0234,21.2285,11.2675,12.2340,1.5018,5.2642,6.8320,12.1647,7.2063,15.2174
20.2274,7.6442,19.8419,15.1637,10.1566,2.2669,0.2475,8.3419,9.3380,16.0618,4.9687
9.4906,13.6766,8.3569,14.2792,5.0207,3.8288,3.5422,20.1925,4.3403,21.6199,14.8440
15.1734,5.4995,19.2742,12.7202,12.8340,3.0480,4.3922,9.3496,10.7273,7.0582,19.7233
14.8224,15.6971,12.4288,12.8979,11.1170,3.0183,1.7094,11.6987,13.0985,15.3163,15.5015
15.6386,10.3450,12.9507,17.3626,5.9193,1.1517,3.4667,8.6402,11.9091,6.2758,14.2980
6.9958,11.9118,7.4702,18.0005,1.4441,2.6327,2.7271,16.8877,9.6160,19.5391,10.8295
23.2351,4.0885,19.2668,15.0601,10.1032,2.7989,5.3526,9.1240,11.5604,7.5451,15.9869
7.4676,11.9535,8.9562,14.3262,11.3438,2.1097,3.4050,8.0611,12.8148,7.8443,16.2988
9.9412,13.5688,7.4879,8.6992,14.2174,2.0033,5.7212,21.8614,5.0892,19.2398,23.2123
8.0905,10.2725,7.0350,12.0506,12.1511,2.9280,3.4344,22.0981,4.8461,20.2438,20.4410
6.0430,10.9740,8.6553,2.7696,15.8967,2.7631,0.9256,7.0117,10.4547,8.0210,18.2744
10.0043,13.3897,15.5451,11.0909,15.1200,2.9725,4.4702,28.6509,7.9521,20.0019,36.1292
9.0460,10.6500,12.1787,12.4331,7.4446,2.0754,5.6684,14.3071,8.5209,21.5203,8.3923
7.5398,13.5024,6.3104,12.7605,6.6087,0.4178,5.8157,8.8163,12.0453,9.3414,12.8144
7.8952,12.2516,9.2761,4.7133,14.7902,3.9874,5.0750,7.5194,13.8057,8.0136,21.6181
14.6358,9.9246,16.1428,4.4710,14.5766,1.9247,4.5661,7.7562,12.6192,7.0276,20.6841
22.0443,4.5297,20.6594,1.2654,16.6107,2.3671,1.9228,28.2908,9.3963,20.3184,35.1891
6.6461,12.1277,7.5704,5.9900,11.9985,2.0509,5.9271,8.5645,11.1277,6.0822,20.8059
15.4331,14.4968,14.3173,2.8877,14.8202,1.5271,4.7880,8.4945,11.1051,13.1739,15.3236
12.4348,8.2745,19.3841,15.8515,6.8783,2.9500,3.6907,11.0828,8.9067,13.6992,12.4031
14.3389,13.6485,17.5873,16.8637,1.9291,0.0046,5.0934,6.6993,11.8927,9.8267,7.9120
9.0281,15.8897,15.9393,16.1715,1.1598,2.0182,4.0258,7.8321,10.7703,7.4997,14.2112
21.0930,9.1207,19.7806,18.3358,6.6739,2.1618,2.3136,6.4306,11.3304,9.9229,8.1760
15.7508,8.5926,14.0720,6.3877,16.0258,3.7337,2.4213,25.4175,6.1465,19.0420,30.9338
6.7809,11.9065,9.7375,8.6370,15.4832,1.1978,4.9636,25.5091,8.5484,19.3989,30.1878
6.7451,10.5873,7.7749,3.8707,17.4475,3.7037,3.8025,13.2693,15.7394,14.6659,23.7372
25.3281,9.8256,21.5983,12.7011,10.0169,1.1754,3.7353,11.2928,11.2612,16.6136,10.0909
9.5279,11.2875,7.9456,9.5047,14.5183,3.7589,3.7444,21.0857,4.0222,21.9810,19.2996
7.0288,12.3113,9.4046,15.3004,12.6041,3.2945,3.1687,14.4057,14.5412,12.4387,22.9474
31.9832,8.3600,19.0015,18.1892,5.6414,3.3349,4.9784,8.0939,11.6843,9.4866,10.3738
7.0717,13.5574,8.0963,9.5046,15.3672,3.8461,4.8445,24.4704,8.8879,21.3915,28.7562
14.4493,8.1221,21.8413,4.0345,18.7375,1.7959,5.4024,22.8534,4.5984,21.2467,26.3573
23.8517,4.1198,21.9030,14.7745,5.7217,2.2138,4.3735,11.7185,15.2014,16.6396,10.1277
12.4787,8.1169,20.7708,8.0955,11.5508,0.1057,4.9365,20.2850,7.0422,21.4762,18.2962
9.3339,13.4135,9.5206,1.2668,15.2995,2.6285,0.9850,9.9209,10.2431,12.8407,17.7857
31.0632,7.0030,21.1371,5.9745,14.1786,1.9875,5.2719,29.4523,4.2949,19.3470,33.1646
9.6026,10.6955,8.0149,18.3184,2.9683,1.6768,4.6722,8.2578,13.7334,9.0427,10.6327
23.2468,7.9942,19.3988,11.1076,13.1743,3.2724,1.2988,12.9658,12.2770,15.1614,16.8619
7.7700,13.1752,9.4868,5.2683,10.3902,0.1331,5.3705,14.1959,6.4864,19.2353,11.1653
12.5062,11.9231,17.3409,3.4274,16.4543,3.9491,4.4816,11.3975,15.6057,17.9157,19.5372
17.2459,6.2460,19.4639,6.2095,16.3931,0.0588,4.8667,7.6197,11.2054,7.7630,16.9341
7.8969,12.1965,9.8291,8.8777,12.1477,2.1933,0.3768,13.2394,5.0953,19.1502,9.7612
18.5372,4.5253,20.0450,2.4237,17.0026,2.9626,2.8984,27.5279,7.6962,21.9685,32.3300
14.2368,4.3527,19.8978,15.2774,1.5243,2.4485,2.5094,24.4315,4.4667,19.5799,20.1322
15.8004,8.7440,16.9497,6.7645,18.0940,2.4719,0.2552,28.5453,7.8257,21.9841,33.0626
11.5438,12.9224,16.8376,18.9323,2.1976,1.4661,5.9289,22.9254,9.4840,20.5643,20.0537
21.3869,8.5599,21.3477,1.6021,15.0918,3.8562,2.9894,26.3510,8.2393,20.7207,33.7078
17.2934,6.9685,21.6939,5.2691,10.5915,0.2061,4.3914,8.8928,15.4667,14.8735,12.1799
12.2678,11.6207,15.6606,11.7382,5.6409,2.5498,5.6704,12.0901,9.8489,19.3144,8.8645
7.5184,13.0538,6.8797,12.8588,12.3812,1.1903,4.5439,6.6886,12.2866,7.0795,14.7126
24.0545,8.4049,19.9498,15.3025,6.5652,3.7620,5.1148,8.1658,13.9328,9.9898,13.8982
